#separator:tab
#html:true
#columns:Front	Back	Tags
#tags column:3
Derive the Liénard formula via Lorentz invariance.	The Larmor invariant is \(\alpha^2 = -A_{cc}\cdot A_{cc}\), where \(A_{cc}^\alpha = (\gamma_u^4 \dot u u/c, \gamma_u^4(\dot u u/c^2)\mathbf{u} + \gamma_u^2 \mathbf{a})\) is the 4-acceleration. Evaluating \(-A_{cc}\cdot A_{cc} = \gamma_u^6(\dot u u)^2/c^2 + \gamma_u^4 a^2\), and decomposing \(a^2 = a_\parallel^2 + a_\perp^2\) (with \(\dot u = a_\parallel\)), gives \(\alpha^2 = \gamma^6 a_\parallel^2 + \gamma^4 a_\perp^2\). Then \(P = \mu_0 e^2 \alpha^2/(6\pi c)\).	eo h3_larmor
For linear acceleration vs circular motion, which dominates radiation losses?	For comparable accelerations, circular motion (with \(a_\perp\) only, factor \(\gamma^4\)) loses energy more easily than linear acceleration (with \(a_\parallel\) only, factor \(\gamma^6\)) ONLY if the linear acceleration is artificially small. In particle accelerators the relevant comparison is at fixed force/applied field: linear accelerators are preferred at very high energies because circular synchrotrons suffer huge \(\gamma^4\) radiative losses on tight orbits.	eo h3_larmor
State the equation of motion for a relativistic charge in a uniform B-field.	\( \dfrac{d(\gamma m\mathbf{v})}{dt} = e(\mathbf{v}\times\mathbf{B}) \)<br><br>Since \(\mathbf{f}\perp\mathbf{v}\), the kinetic energy and γ are constant (assuming radiative losses small). For \(\mathbf{B}=B\hat{z}\), \(v_z=0\): circular motion in the xy-plane.	eo h3_circular
Define the gyrofrequency.	\( \omega_B = \dfrac{eB}{\gamma m} \)<br><br>Angular frequency of relativistic circular motion in field B. Reduces to non-relativistic cyclotron frequency \(eB/m\) for \(\gamma\to 1\). Orbital radius \(R = u/\omega_B = \gamma m u/(eB)\).	eo h3_circular
State the radial acceleration for circular motion in a B-field.	\( a_\perp = \dfrac{evB}{\gamma m} = v\omega_B \)<br><br>Substituting into the Liénard formula gives \( P = \mu_0 e^4 \gamma^2 B^2 v^2 / (6\pi c m^2) \) — the instantaneous radiative power loss for a relativistic charge in a magnetic field.	eo h3_circular
Why is the dipole approximation valid for non-relativistic cyclotron radiation?	For \(v\ll c\), \(\gamma\to 1\). The wavelength \(\lambda = 2\pi c/\omega_B\) and the orbital radius \(R = v/\omega_B\) satisfy \(\lambda/R = 2\pi c/v \gg 1\). So the source is small compared to the wavelength — dipole approximation applies.	eo h3_cyclotron
Describe non-relativistic cyclotron radiation as a sum of Hertzian dipoles.	Circular motion ≡ two perpendicular Hertzian dipoles oscillating in quadrature: \(\mathbf{p}(t) = \hat{x}p_0\cos\omega_B t + \hat{y}p_0\sin\omega_B t\) with \(p_0 = eR\). Their (time-averaged) Poynting fluxes add since they're π/2 out of phase.	eo h3_cyclotron
State the time-averaged power for non-relativistic cyclotron radiation.	\( \langle P\rangle = \dfrac{\omega_B^2 e^2 v^2}{6\pi\varepsilon_0 c^3} \)<br><br>Monochromatic at the cyclotron frequency \(\omega_B = eB/m\). The factor of 2 arises from two perpendicular dipoles contributing equally.	eo h3_cyclotron
Describe the polarization of cyclotron radiation as a function of viewing direction.	(i) In the equatorial plane (the orbital plane): only one of the two perpendicular dipoles is effective → linearly polarized in that plane.<br>(ii) Along the polar axis (perpendicular to orbit): both dipoles contribute equally with π/2 phase → circularly polarized.<br>(iii) At intermediate angles → elliptically polarized.	eo h3_cyclotron
Why does the dipole-approximation cyclotron picture break down for relativistic motion?	For \(\gamma\gg 1\), the characteristic emitted wavelength becomes \(\lambda_s \sim R/\gamma^3 \ll R\), so the source is much larger than the wavelength. The dipole approximation fails; radiation is not harmonic but pulsed in time, with a broad spectrum centred on \(\nu_s = c/\lambda_s\).	eo h3_synchrotron
State the angular distribution of radiation from a relativistic accelerating charge.	\( \dfrac{dP(t')}{d\Omega} = \dfrac{e^2\mu_0 c}{16\pi^2}\dfrac{|\mathbf{n}\times((\mathbf{n}-\boldsymbol{\beta})\times\dot{\boldsymbol{\beta}})|^2}{(1-\boldsymbol{\beta}\cdot\mathbf{n})^5} \)<br><br>The factor \((1-\boldsymbol{\beta}\cdot\mathbf{n})^{-5}\) produces strong forward beaming for ultrarelativistic motion.	eo h3_synchrotron
Describe relativistic beaming.	For \(\gamma\gg 1\), the radiation is concentrated into a narrow forward cone of half-angle \(\sim 1/\gamma\) around the velocity vector. As β increases the rear-lobe vanishes and the forward lobe sharpens — the 'searchlight effect'.	eo h3_synchrotron
Estimate the synchrotron pulse width seen by a stationary observer.	The observer sees radiation only over a particle arc of length \(2R/\gamma\) (the part where the forward cone of half-angle \(1/\gamma\) points at them). Light propagation effects compress this further:<br><br>\( \Delta t \approx \dfrac{2R}{\gamma}\left(\dfrac{1}{v} - \dfrac{1}{c}\right) = \dfrac{2}{\gamma\omega_B}(1-v/c) \sim \dfrac{1}{\gamma^3 \omega_B} \)<br><br>using \(1-v/c \approx 1/(2\gamma^2)\).	eo h3_synchrotron
State the characteristic synchrotron frequency.	\( \nu_s \sim \dfrac{1}{\Delta t} \sim \gamma^3 \omega_B \)<br><br>So \(\lambda_s \sim R/\gamma^3\). The spectrum is broad (pulsed emission) with critical frequency \(\nu_c = (3/4\pi)\nu_s\). Vastly higher than the gyrofrequency for \(\gamma\gg 1\).	eo h3_synchrotron
State the polarization properties of synchrotron radiation.	Highly polarized:<br>• In the orbital plane: linearly polarized parallel to the plane.<br>• Slightly off-plane: elliptically polarized.<br>• Net polarization survives integration because of the strong beaming.<br><br>Useful astrophysical diagnostic — distinguishes synchrotron emission from thermal sources.	eo h3_synchrotron
Where does synchrotron radiation occur?	Astrophysical: supernova remnants (Crab nebula), radio galaxies (Cygnus A — jets and lobes), pulsars, AGN.<br>Laboratory: storage rings (ESRF, Diamond) used as bright collimated X-ray sources for spectroscopy and crystallography.<br>It is the dominant energy-loss mechanism in circular electron accelerators, limiting their maximum energy.	eo h3_synchrotron
Why are linear accelerators preferred for high-energy electrons?	Synchrotron losses scale as \(\gamma^4\) at fixed orbit radius. For a given energy, radiative losses become catastrophic in circular machines for very high \(\gamma\) — the energy supplied by the accelerating cavities is lost to synchrotron radiation. Linear accelerators avoid the centripetal acceleration entirely.	eo h3_synchrotron
State the typical scaling of energy loss per orbit in a synchrotron.	\( \Delta E_{\mathrm{orbit}} \propto \dfrac{\gamma^4}{R} \)<br><br>Strong incentive for large rings (e.g. LEP at CERN had circumference 27 km). At the ESRF (γ ≈ 12000, R ≈ 134 m), characteristic wavelength \(\lambda_s \sim 5\) Å — hard X-rays.	eo h3_synchrotron
Summarise the four field zones around a Hertzian dipole.	Going outward: (1) Static near zone: dipole term dominates, \(E\propto 1/r^3\), \(B\propto 1/r^2\). (2) Induction (intermediate) zone: \(r\sim\lambda\), all terms comparable. (3) Radiation (far) zone: \(r\gg\lambda\), only \(E\propto 1/r\) and \(B\propto 1/r\) survive, giving \(N\propto 1/r^2\) — true outgoing radiation.	eo summary
List the four key wave-related Lorentz invariants in EM.	(1) Electric charge q. (2) Phase \(k_\alpha x^\alpha = \omega t - \mathbf{k}\cdot\mathbf{r}\) of a plane wave (so \(k^\alpha = (\omega/c, \mathbf{k})\) is a 4-vector). (3) The d'Alembertian \(\Box^2\). (4) Total radiated power \(P = dE/dt\).	eo summary
Compare scaling of total power radiated with frequency for ED, MD, and EQ radiation.	Electric dipole: \(\langle P\rangle \propto \omega^4\)<br>Magnetic dipole: \(\langle P\rangle \propto \omega^4\), but suppressed by \((a/\lambda)^2\) compared to ED of similar size.<br>Electric quadrupole: \(\langle P\rangle \propto \omega^6\), suppressed similarly.<br><br>Higher multipoles increasingly suppressed for \(ka\ll 1\).	eo summary
Compare scaling of cross-section with frequency for Rayleigh and Thomson scattering.	Rayleigh (bound electrons, \(\omega\ll\omega_0\)): \(\sigma \propto \omega^4 \propto 1/\lambda^4\). Sky is blue.<br><br>Thomson (free electrons): \(\sigma_T = (8\pi/3)r_e^2\), independent of frequency. Important in plasmas.<br><br>Transition: when driving frequency comparable to atomic resonances, the polarizability \(\alpha(\omega)\) becomes resonant — strong absorption/scattering.	eo summary
Summarise the Wiener-Khinchine and van Cittert-Zernike theorems.	Wiener-Khinchine (temporal coherence): \(P(\omega) \propto \mathrm{FT}[\gamma(\tau)]\) — the power spectrum is the FT of the temporal autocorrelation. Underlies FTIR.<br><br>Van Cittert-Zernike (spatial coherence): \(\gamma(u) = \mathrm{FT}[I(\theta)]/I_0\) — the lateral coherence function is the FT of the angular intensity distribution of the source. Underlies aperture synthesis imaging.	eo summary
Compare the structures of Maxwell's equations and the wave equations for A and ϕ in different gauges.	Coulomb gauge (\(\nabla\cdot\mathbf{A}=0\)): \(\nabla^2\phi = -\rho/\varepsilon_0\) (instantaneous Poisson — non-causal but unphysical info doesn't propagate); \(\nabla^2\mathbf{A} - c^{-2}\ddot{\mathbf{A}} = -\mu_0\mathbf{J}_T\) (transverse current source).<br><br>Lorenz gauge (\(\nabla\cdot\mathbf{A}+c^{-2}\dot\phi=0\)): \(\Box^2\phi = \rho/\varepsilon_0\) and \(\Box^2\mathbf{A} = \mu_0\mathbf{J}\) — symmetric, manifestly Lorentz covariant.	eo summary
In one sentence, what is the conceptual significance of the Aharonov-Bohm effect?	Quantum mechanics shows that the vector potential A is a real physical field — not just a mathematical convenience — because charged particles can detect A through interference even in regions where B = 0.	eo summary
In one sentence, what is the conceptual significance of magnetism as a relativistic effect?	Magnetic forces are simply the relativistic transformation of electrostatic forces between moving charges, with the magnetic and electric fields being two components of a single antisymmetric field-strength tensor \(F^{\alpha\beta}\).	eo summary
In one sentence, what is the conceptual significance of Čerenkov radiation?	It is the electromagnetic analogue of a sonic boom — coherent radiation emitted on a Mach-like cone whenever a charged particle exceeds the local phase velocity of light in a medium.	eo summary
